,type,id,attributes.bioproject,attributes.accession,attributes.samples-count,attributes.secondary-accession,attributes.centre-name,attributes.is-public,attributes.public-release-date,attributes.study-abstract,attributes.study-name,attributes.data-origination,attributes.last-update,relationships.geocoordinates.links.related,relationships.samples.links.related,relationships.downloads.links.related,relationships.biomes.meta.count,relationships.biomes.data,relationships.biomes.links.related,relationships.publications.links.related,relationships.analyses.links.related,links.self,pipeline_version,biomes
53,studies,MGYS00003447,PRJEB29033,MGYS00003447,16.0,ERP111299,Maynooth University,True,,Broiler caecal samples were analysed using metagenomics,Broiler Caecal Metagenome,SUBMITTED,2020-11-26T10:00:23,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003447/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003447/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003447/downloads,1,"[{'type': 'biomes', 'id': 'root:Host-associated:Birds:Digestive system:Digestive tube:Cecum', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Birds:Digestive%20system:Digestive%20tube:Cecum'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003447/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003447/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003447/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003447,4.1|5.0,root:Host-associated:Birds:Digestive system:Digestive tube:Cecum
61,studies,MGYS00005435,PRJEB32216,MGYS00005435,5.0,ERP114866,EMG,True,,The Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set: PRJNA472060.  This project includes samples from the following biomes: root:Engineered:Wastewater:Water and sludge.,EMG produced TPA metagenomics assembly of the PRJNA472060 data set (Reclaimed water Metagenome).,SUBMITTED,2020-11-17T19:19:21,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005435/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005435/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005435/downloads,1,"[{'type': 'biomes', 'id': 'root:Engineered:Wastewater:Water and sludge', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Wastewater:Water%20and%20sludge'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005435/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005435/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005435/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005435,4.1|5.0,root:Engineered:Wastewater:Water and sludge
66,studies,MGYS00001869,PRJEB15043,MGYS00001869,9.0,ERP016733,CIIMAR - Interdisciplinary Centre of Marine and Environmental Research,True,,"One of the main concerns about the Arctic Ocean has been the changing sea ice regime with a reduction in the summer sea ice extent and a shift in dominance from thicker, perennial multiyear ice towards thinner, first-year ice. As the dietary basis of marine food webs and central players of biogeochemical cycles, microbial communities play an irreplaceable role when evaluating the ecological impact of the Arctics thinner ice regime. During the Norwegian young sea Ice cruise 2015 (N-ICE2015), that took place in drifting pack ice north of Svalbard between January-June 2015, seawater was collected, at 5, 20 or 50, 250 m depth in 9th March, 27th April and 16th June, together with physical and biogeochemical data. Through the massively parallel sequencing of environmental DNA (metagenomics) we expect to get a snapshot of the Arctics microbiome structure, key functions and dynamic through the dark-light transition.",Shotgun Metagenomic Sequencing of the Arctic Ocean during Winter-Spring Transition,SUBMITTED,2020-11-17T15:28:14,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001869/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001869/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001869/downloads,1,"[{'type': 'biomes', 'id': 'root:Environmental:Aquatic:Marine:Oceanic', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oceanic'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001869/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001869/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001869/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001869,3.0|4.1|5.0,root:Environmental:Aquatic:Marine:Oceanic
68,studies,MGYS00005240,PRJDB2078,MGYS00005240,1152.0,DRP001052,"Graduate School of Human and Environment Studies, Kyoto University",True,,"Most terrestrial plants interact with diverse clades of mycorrhizal and root-endophytic fungi in their roots. Through the below-ground plant_fungal association, dominant plants can benefit by interacting with host-specific mutualistic fungi, while subordinate plant species may persist by sharing other sets (ecotypes) of fungal symbionts with each other. Therefore, the host preference of root-associated fungi is the key to understand plant community structure and dynamics. Based on 454-pyrosequencing, we revealed the root-associated fungal community on co-occurring 36 plant species in an oak-dominated forest in northern Japan, and statistically evaluated the host preference of diverse mycorrhizal and root-endophytic fungi. The analysis of 278 fungal taxa indicated that several taxa in the ectomycorrhizal family Russulaceae and the ecologically-diverse ascomycete order Helotiales had significant host preference for the dominant oak (Quercus) species. On the other hand, arbuscular-mycorrhizal fungi were shared mainly among subordinate plant species. While these fungi with host preference contributed to compartmentalize the below-ground plant_fungal associations, diverse clades of ectomycorrhizal fungi and possible root-endophytes associated not only with the dominant Quercus but also with the remaining plant species. Our findings suggest that dominant and subordinate plant species can host different subsets of root-associated fungi, while diverse clades of generalist fungi can counterbalance the compartmentalization of plant_fungal associations. Such insights into the overall structure of plant_root-associated fungal associations will enable us to understand the mechanisms that facilitate the co-existence of plant species in natural communities.","Complex community structure of ectomycorrhizal, arbuscular-mycorrhizal and root-endophytic fungi in a mixed subtropical forest of ectomycorrhizal and arbuscular-mycorrhizal plants",HARVESTED,2020-11-15T21:49:26,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005240/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005240/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005240/downloads,1,"[{'type': 'biomes', 'id': 'root:Host-associated:Plants', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Plants'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005240/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005240/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005240/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005240,4.1|5.0,root:Host-associated:Plants
69,studies,MGYS00005169,PRJNA387437,MGYS00005169,586.0,SRP107846,University of Minnesota,True,,Characterization of bacterial and fungal communities in switchgrass rhizosphere,Switchgrass rhizosphere,HARVESTED,2020-11-15T17:21:58,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005169/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005169/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005169/downloads,1,"[{'type': 'biomes', 'id': 'root:Host-associated:Plants:Rhizosphere', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Plants:Rhizosphere'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005169/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005169/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005169/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005169,4.1|5.0,root:Host-associated:Plants:Rhizosphere
70,studies,MGYS00005241,PRJNA272747,MGYS00005241,718.0,SRP052716,University of Colorado at Boulder,True,,Raw microbial marker gene sequences (16S rRNA and ITS) from soil samples across the Nutrient Network,Soil marker gene sequences across the Nutrient Network,HARVESTED,2020-11-15T08:40:03,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005241/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005241/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005241/downloads,1,"[{'type': 'biomes', 'id': 'root:Environmental:Terrestrial:Soil:Grasslands', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Grasslands'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005241/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005241/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005241/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005241,4.1|5.0,root:Environmental:Terrestrial:Soil:Grasslands
73,studies,MGYS00005242,PRJDB2727,MGYS00005242,923.0,DRP001002,"Graduate School of Human and Environment Studies, Kyoto University",True,,"Most terrestrial plants interact with diverse clades of mycorrhizal and root-endophytic fungi in their roots. Through the below-ground plant_fungal association, dominant plants can benefit by interacting with host-specific mutualistic fungi, while subordinate plant species may persist by sharing other sets (ecotypes) of fungal symbionts with each other. Therefore, the host preference of root-associated fungi is the key to understand plant community structure and dynamics. Based on 454-pyrosequencing, we revealed the root-associated fungal community on co-occurring 36 plant species in an oak-dominated forest in northern Japan, and statistically evaluated the host preference of diverse mycorrhizal and root-endophytic fungi. The analysis of 278 fungal taxa indicated that several taxa in the ectomycorrhizal family Russulaceae and the ecologically-diverse ascomycete order Helotiales had significant host preference for the dominant oak (Quercus) species. On the other hand, arbuscular-mycorrhizal fungi were shared mainly among subordinate plant species. While these fungi with host preference contributed to compartmentalize the below-ground plant_fungal associations, diverse clades of ectomycorrhizal fungi and possible root-endophytes associated not only with the dominant Quercus but also with the remaining plant species. Our findings suggest that dominant and subordinate plant species can host different subsets of root-associated fungi, while diverse clades of generalist fungi can counterbalance the compartmentalization of plant_fungal associations. Such insights into the overall structure of plant_root-associated fungal associations will enable us to understand the mechanisms that facilitate the co-existence of plant species in natural communities.",Sharing of diverse mycorrhizal and root-endophytic fungi between dominant and subordinate plant species in an oak-dominated forest,HARVESTED,2020-11-14T05:19:29,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005242/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005242/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005242/downloads,1,"[{'type': 'biomes', 'id': 'root:Host-associated:Plants', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Plants'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005242/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005242/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005242/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005242,4.1|5.0,root:Host-associated:Plants
74,studies,MGYS00005151,PRJEB27255,MGYS00005151,574.0,ERP109315,IRHS,True,,"Crop residues are a crucial ecological niche having significant impact on agricultural ecosystems. Here, we investigated  the dynamics of these communities in three plots during a two-year wheat-oilseed rape rotation experiment. We demonstrated that crop residues are a pivotal, shifting platform that should be took into account as a whole microbial ecosystem to manage residues-borne disease.",Microbial assemblages associated to crop residues,SUBMITTED,2020-11-13T17:38:33,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005151/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005151/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005151/downloads,1,"[{'type': 'biomes', 'id': 'root:Host-associated:Plants', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Plants'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005151/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005151/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005151/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005151,4.1|5.0,root:Host-associated:Plants
76,studies,MGYS00002401,PRJEB27064,MGYS00002401,490.0,ERP109104,UMR5557,True,,"In the Passage of Lascaux Cave (France), the potential effect of season, mineral substrate and presence of stains was tested on present (DNA) and active (RNA) microbial community with high-throughput sequencing.Three genes markers of microbial diversity were analyzed, the 16S rRNA genes specific for bacteria, the 18S rRNA genes specific for micro-eukaryotes and the second internal transcribed spacer (ITS2) specific for fungi. Sequences corresponding to active microbial community were named with c.","Diversity of microbial community (bacteria, micro-eukaryotes and fungi) in the Passage of Lascaux Cave.",SUBMITTED,2020-11-08T23:58:32,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002401/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002401/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002401/downloads,1,"[{'type': 'biomes', 'id': 'root:Environmental:Terrestrial:Deep subsurface', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Deep%20subsurface'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002401/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002401/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002401/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002401,4.1|5.0,root:Environmental:Terrestrial:Deep subsurface
77,studies,MGYS00005251,PRJNA438477,MGYS00005251,515.0,SRP135805,Boston University,True,,"Niche differentiation among species is a key mechanism by which biodiversity may be linked to ecosystem function. We tested a set of widely invoked hypotheses about the extent of niche differentiation in one of the most diverse communities on Earth  decomposer microorganisms  by measuring their response to changes in three abundant litter resources: lignin, cellulose, and nitrogen (N). To do this, we used the model system Arabidopsis thaliana to manipulate lignin, cellulose, and N availability and then used high-throughput DNA sequencing to measure the response of microbial communities during decay. Re-sequencing the decomposer communities after incubation of decomposed litter with pure substrates showed that groups of species had unique substrate use profiles, such that species organized into functional guilds of decomposers that were associated with individual litter chemicals.",Fungal and bacterial decomposer taxa on Arabidopsis thaliana litter,HARVESTED,2020-11-05T22:34:03,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005251/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005251/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005251/downloads,1,"[{'type': 'biomes', 'id': 'root:Host-associated:Plants', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Plants'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005251/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005251/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005251/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005251,4.1|5.0,root:Host-associated:Plants
78,studies,MGYS00005145,PRJNA387222,MGYS00005145,42.0,SRP158249,IRTA,True,,Horizontal subsurface flow constructed wetland (HSSF-CW) enhaced wtih brewery waste amendment to treat nitrogen-rich leachates of a plant nursery crop.,CW_brewery_waste,HARVESTED,2020-11-05T15:52:47,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005145/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005145/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005145/downloads,1,"[{'type': 'biomes', 'id': 'root:Engineered:Food production:Fermented beverages', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Food%20production:Fermented%20beverages'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005145/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005145/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005145/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005145,4.1|5.0,root:Engineered:Food production:Fermented beverages
81,studies,MGYS00002478,PRJEB3244,MGYS00002478,4.0,ERP001773,ESE,True,,"Deep-sequencing technologies are becoming nearly routine to describe
                microbial community composition in environmental samples. 18S rDNA pyrosequencing
                has revealed a vast diversity of infrequent sequences, leading to the proposition of
                the existence of an extremely diverse microbial ""rare biosphere"". While rare
                microbes no doubt exist, critical views suggest that many rare sequences may
                actually be artifacts. However, information about how diversity revealed by
                molecular methods relates to that revealed by classical morphology approaches is
                practically non-existent. To address this issue, we used different approaches to
                assess the diversity of tintinnid ciliates, a species-rich group in which species
                can be easily distinguished morphologically. We studied two Mediterranean marine
                samples with different patterns of tintinnid diversity. We estimated tintinnid
                diversity in these samples employing morphological observations as well as both
                classical cloning and sequencing and pyrosequencing of two different markers, the
                18S rDNA and the ITS regions, applying a variety of computational approaches
                currently used to analyze pyrosequence reads. We found that both molecular
                approaches were efficient in detecting the tintinnid species observed by microscopy
                and revealed similar phylogenetic structures of the tintinnid community at the
                species level. However, depending on the method used to analyze the pyrosequencing
                results, we observed discrepancies with the morphology-based assessments up to
                several orders of magnitude. In several cases, the inferred number of operational
                taxonomic units (OTUs) largely exceeded the total number of tintinnid cells in the
                samples. Such inflation of the OTU numbers corresponded to ""rare biosphere"" taxa,
                composed largely of artefacts. Our results suggest that a careful and rigorous
                analysis of pyrosequencing datasets, including data denoising and sequence
                clustering with well-adjusted parameters, is necessary to accurately describe
                microbial biodiversity using this molecular approach.","Accuracy of protist diversity assessments: morphology compared to cloning
                and direct pyrosequencing of 18S rRNA genes and ITS regions using the conspicuous
                tintinnid ciliates as a case study",SUBMITTED,2020-11-05T14:39:32,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002478/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002478/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002478/downloads,1,"[{'type': 'biomes', 'id': 'root:Environmental:Aquatic:Marine', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002478/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002478/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002478/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002478,4.1|5.0,root:Environmental:Aquatic:Marine
94,studies,MGYS00005294,PRJNA385854,MGYS00005294,480.0,SRP110813,MIT,True,,Marine metagenomes from the bioGEOTRACES project Metagenome,Marine metagenomes from the bioGEOTRACES project,HARVESTED,2020-11-04T15:11:21,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005294/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005294/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005294/downloads,1,"[{'type': 'biomes', 'id': 'root:Environmental:Aquatic:Marine', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005294/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005294/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005294/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005294,4.1,root:Environmental:Aquatic:Marine
97,studies,MGYS00005175,PRJNA419286,MGYS00005175,6.0,SRP125392,University of Helsinki,True,,To study the effect of diesel oil spills on microbial communities in the monitored basin experiment,marine metagenome Metagenome,HARVESTED,2020-10-31T17:36:21,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005175/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005175/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005175/downloads,1,"[{'type': 'biomes', 'id': 'root:Environmental:Aquatic:Marine', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005175/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005175/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005175/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005175,4.1|5.0,root:Environmental:Aquatic:Marine
102,studies,MGYS00002684,PRJEB27946,MGYS00002684,560.0,ERP110084,UNIVERSITY OF CAMBRIDGE,True,,"Community assembly is not only important for community structure, it is also a strong predictor of ecosystem functioning. Understanding how communities initially form and colonize lake sediments  where essential functions like carbon cycling occur  is therefore important for whole-ecosystem processes. Here, we tested for the deterministic processes that drive assembly order. Is this order primarily determined by the sediment or by the lake conditions ? What influences how rapidly this environmental filtering occurs? Do communities become more interconnected with time because of the sediment or lake conditions? Artificial mesocosms were created with varying levels and types of terrestrial organic matter. The mesocosms were placed at the bottom of three lakes. We sampled the sediment monthly over a two-month period to characterize microbial communities.","Effects of organic matter manipulation on archaeal, bacterial, and fungal community assembly",SUBMITTED,2020-10-15T23:47:00,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002684/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002684/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002684/downloads,1,"[{'type': 'biomes', 'id': 'root:Environmental:Aquatic:Freshwater:Lentic:Sediment', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lentic:Sediment'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002684/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002684/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002684/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002684,4.1|5.0,root:Environmental:Aquatic:Freshwater:Lentic:Sediment
112,studies,MGYS00005116,PRJNA236117,MGYS00005116,2.0,SRP035601,"California Institute of Technology, Jet Propulsion Laboratory",True,,International Space Station (ISS) environmental microbiome- Microbial inventories of ISS filter debris.  ISS vacuum cleaner bag contents (ISS-debris) and visible accumulations of fibers and other materials associated with the vacuum bag (ISS-debris).,International Space Station vacuum cleaner bag Targeted Locus (Loci),HARVESTED,2020-10-07T08:41:53,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005116/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005116/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005116/downloads,1,"[{'type': 'biomes', 'id': 'root:Engineered:Built environment', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Built%20environment'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005116/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005116/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005116/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005116,4.1|5.0,root:Engineered:Built environment
